type,sequence
train,5-3-6-4
train,5-3-6-4
train,3-5-6-5-6-5-6-9-9-27-27-27-27-5-6-4
train,3-4
train,23-3-4
train,5-6-3-36-5-6-5-6-4
train,5-6-5-6-3-27-27-5-6-4
test,5-3-6-4
validation,17-18
train,3-5-6-4
train,40-40-41-22-7-7-7-7-7-23-5-3-6-5-6-5-6-5-6-5-6-5-6-5-6-5-6-5-6-5-6-36-4
train,3-4
train,3-5-6-36-5-6-5-4
train,3-6-4
validation,5-6-5-3-6-4
train,3-4
train,5-3-6-4
train,17-5-6-18
train,5-6-5-6-5-3-6-5-6-4
train,5-17-6-18
test,5-6-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-40-40-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-41-7-7-7-7-7-7-3-5-6-4
train,3-1-1-4
train,1-1-5-17-18
train,6-5-6-40-40-41-3-4
train,5-3-6-36-4
train,23-3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,5-3-6-4
train,5-17-6-18
train,3-4
train,17-18
train,7-22-40-40-41-22-22-3-4
train,22-22-22-22-40-40-41-22-22-22-3-4
train,17-18
train,7-7-7-7-7-7-7-7-7-7-7-7-7-23-3-4
train,3-4
train,3-36-4
train,17-18
train,7-7-7-7-7-7-7-23-3-4
test,3-4
train,3-4
train,3-4
train,17-18
train,3-4
train,3-4
test,3-4
train,3-4
test,3-4
train,3-4
train,3-4
train,17-18
train,3-36-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
validation,3-4
train,17-18
test,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,17-18
train,3-4
validation,22-40-40-41-7-7-7-7-7-7-7-7-7-23-3-4
train,3-4
train,17-18
train,3-4
train,17-18
train,7-7-7-7-7-7-7-23-22-3-36-4
train,3-4
train,3-4
train,17-18
train,3-4
train,3-4
train,17-18
train,3-4
train,17-18
train,3-4
train,3-4
train,17-18
train,3-4
train,17-18
train,3-4
train,17-18
train,3-4
train,36-17-18
train,3-4
validation,1-1-1-0-2-3-4
train,0-17-2-18
train,3-29-35-26-4
train,3-4
test,3-36-36-36-0-2-0-2-0-2-4
test,3-4
train,3-5-27-9-6-26-26-4
train,26-3-4
train,0-3-2-5-6-5-6-0-2-0-2-5-6-0-2-4
train,3-5-6-4
train,3-4
train,5-3-6-4
test,3-36-36-26-5-6-4
train,3-4
train,3-5-6-0-2-5-6-36-4
train,3-4
train,3-5-6-0-2-5-6-0-2-5-6-0-2-5-6-4
train,3-4
train,3-36-4
train,3-4
train,3-5-6-4
train,0-3-2-4
train,0-3-2-4
train,0-2-3-4
train,0-3-2-0-24-25-2-5-24-6-25-5-6-36-36-5-6-5-6-4
train,0-3-2-5-6-4
validation,15-3-9-27-27-27-28-26-26-5-28-6-5-6-5-6-5-27-6-9-34-28-5-6-4
train,3-5-6-28-5-28-6-4
train,3-4
train,9-3-5-27-6-4
train,3-26-4
train,26-3-4
train,3-4
train,5-3-6-5-6-4
train,3-4
train,5-3-6-36-4
train,3-4
train,3-4
train,3-5-6-5-6-4
train,3-4
train,3-4
validation,5-3-6-0-2-0-2-0-2-4
train,3-4
train,3-0-2-4
train,3-5-6-5-6-36-36-4
validation,0-2-0-3-2-0-2-4
train,5-3-6-4
validation,3-4
validation,3-4
train,15-3-26-4
train,3-5-6-26-4
train,5-3-9-26-27-27-26-27-9-35-28-29-28-29-28-9-27-6-4
train,26-35-34-35-35-29-34-3-4
train,5-3-35-28-29-35-9-9-28-6-28-34-34-5-29-28-6-29-35-35-9-4
test,3-29-35-22-0-4
train,22-22-2-22-3-22-4
train,28-22-9-22-22-22-23-23-23-23-23-23-23-23-23-23-23-23-23-23-3-4
train,23-28-35-3-5-34-9-27-6-34-28-35-36-36-34-28-4
test,22-22-22-22-22-22-23-23-23-0-2-0-2-3-5-35-6-28-29-29-28-35-34-35-29-35-4
train,3-1-1-27-27-1-1-29-5-6-5-35-34-29-35-4
train,6-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-17-18
test,22-22-22-22-1-17-18
test,1-1-1-1-1-1-1-1-1-17-0-2-18
train,3-5-6-9-4
train,17-0-2-0-2-0-2-18
train,3-5-6-5-6-5-6-4
validation,3-5-27-16-6-9-9-4
train,22-22-22-23-22-22-22-22-22-40-40-41-7-7-7-23-23-22-23-7-7-3-4
train,40-40-41-3-36-4
train,3-4
train,3-4
train,17-18
test,3-4
train,3-4
train,17-0-2-18
test,0-3-2-4
train,3-4
validation,0-3-2-0-2-4
train,3-4
train,3-36-4
test,3-4
train,22-40-40-41-22-3-5-6-5-6-4
train,0-2-1-17-0-24-25-2-18
train,3-0-2-4
train,0-2-0-3-2-0-2-0-2-0-2-0-2-4
validation,3-0-2-36-4
train,3-4
test,3-4
test,3-4
train,0-24-25-2-0-3-2-0-2-4
train,3-4
train,3-4
train,3-4
test,3-4
test,3-4
train,3-4
train,3-4
train,3-5-4
train,6-3-5-6-5-6-36-5-6-4
train,3-4
test,3-9-5-6-5-6-4
test,3-4
train,3-5-6-5-6-4
train,3-5-6-5-6-4
train,3-5-4
train,6-5-3-6-27-4
train,3-5-6-5-6-4
train,3-4
train,17-18
validation,5-3-6-4
train,3-4
validation,3-4
test,17-18
validation,3-4
validation,3-4
test,17-18
train,5-3-6-4
train,3-4
test,17-18
train,3-4
train,3-4
test,3-4
train,3-5-6-4
train,3-36-4
train,3-4
train,3-5-4
train,3-6-5-6-5-6-4
validation,3-5-6-4
train,3-4
train,3-5-6-5-6-4
train,3-5-6-4
train,5-3-6-4
train,3-4
train,3-4
validation,3-4
test,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,5-3-6-4
train,3-5-6-5-6-4
train,3-36-5-6-4
train,17-18
train,3-5-6-5-6-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-5-6-5-6-5-6-4
train,1-3-5-6-4
train,17-18
train,3-4
train,3-4
train,22-22-40-40-41-3-5-6-36-36-5-6-0-4
train,2-3-4
validation,1-17-18
train,3-4
validation,3-5-6-4
train,3-5-6-4
train,17-18
train,1-1-1-17-5-6-18
train,3-5-6-5-6-5-6-4
validation,1-17-0-2-18
train,0-3-2-0-2-0-2-4
train,0-2-3-0-2-5-0-2-6-4
train,0-17-2-18
train,3-4
train,3-4
train,3-4
test,3-22-4
train,3-0-2-0-2-0-2-0-2-5-6-0-2-0-2-36-4
train,22-22-7-7-7-23-7-7-7-7-7-3-4
test,3-5-6-0-2-5-6-5-6-4
train,3-5-6-0-2-4
train,17-0-2-18
train,3-0-2-4
train,3-36-4
train,3-4
train,3-4
train,15-3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-5-6-0-2-4
train,3-5-6-4
train,17-0-2-18
train,5-3-6-4
validation,3-0-2-5-6-0-2-0-2-4
train,3-36-4
validation,5-3-6-4
validation,0-3-2-5-6-5-6-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-0-2-0-2-0-2-36-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-5-6-0-2-0-2-0-2-0-2-5-6-4
train,0-17-2-18
train,3-5-6-5-6-5-6-0-2-0-2-4
train,17-18
train,0-3-2-4
test,17-18
test,0-3-2-4
train,3-4
train,3-5-6-36-4
train,3-5-4
train,6-5-3-6-5-6-4
test,17-18
train,3-5-6-4
train,3-5-6-0-2-0-2-4
test,17-18
train,3-4
train,22-22-22-7-23-3-4
train,3-4
train,3-4
train,0-3-2-36-4
train,15-5-3-6-5-6-5-6-0-2-0-2-5-6-4
validation,3-36-4
train,15-0-2-3-5-6-5-6-4
train,3-5-6-5-6-4
test,3-4
train,3-4
validation,3-4
train,3-4
train,3-4
test,3-4
train,5-3-6-5-6-4
train,17-18
validation,3-4
train,3-4
train,5-3-6-5-6-5-6-4
train,3-5-6-4
test,5-3-6-4
train,3-4
train,5-3-6-4
train,22-40-40-41-22-3-4
train,22-22-3-22-5-22-6-4
train,22-22-22-22-22-22-22-22-7-7-7-7-7-23-7-7-7-7-7-7-7-23-7-23-3-36-4
train,3-4
train,17-18
train,3-4
train,17-18
train,3-4
test,3-4
train,17-18
train,3-4
train,22-40-40-41-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-3-4
train,40-40-41-22-23-3-4
train,3-4
train,3-4
train,3-5-6-4
train,17-18
test,3-4
train,5-3-6-4
train,3-4
train,17-5-6-18
train,3-5-6-4
train,22-22-22-22-22-22-22-22-22-22-22-3-22-22-0-2-0-2-4
train,17-18
train,23-3-4
train,3-5-6-5-6-4
test,17-18
train,3-5-6-4
train,17-18
train,3-5-6-4
test,3-36-4
train,5-3-6-4
train,3-4
test,3-4
train,3-4
train,15-3-4
train,3-4
validation,17-18
train,3-4
train,3-5-6-5-6-5-6-22-4
train,22-22-22-22-22-22-22-22-22-22-22-22-22-22-22-22-22-1-1-3-1-1-1-1-1-1-1-1-1-1-1-1-4
train,1-1-3-4
train,3-4
test,5-6-3-5-6-5-6-5-6-5-6-4
train,3-4
train,3-4
train,3-5-6-4
train,3-5-6-4
train,3-4
train,3-5-6-0-2-5-6-4
train,3-5-6-5-6-5-6-4
test,0-3-2-5-6-5-6-5-6-5-6-36-5-6-5-6-0-2-0-2-0-2-4
test,5-3-6-4
train,3-5-6-4
train,3-4
train,63-3-4
train,44-3-4
train,44-3-5-6-5-6-4
train,12-12-77-78-79-80-12-12-12-12-12-12-12-12-79-3-80-5-1-1-6-1-1-1-1-4
train,1-17-5-6-18
train,5-6-5-3-6-4
train,3-0-2-4
train,0-3-2-27-27-5-6-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-4
train,1-1-1-1-1-17-5-6-5-6-18
train,5-6-3-5-6-4
train,22-40-40-41-7-23-40-40-41-7-7-7-7-7-7-7-7-23-3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-5-6-5-6-4
train,3-4
train,3-4
train,15-3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-5-6-5-6-4
validation,3-5-6-5-6-4
train,23-22-1-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-3-4
train,22-22-7-7-7-40-40-41-7-7-7-7-3-4
train,3-4
train,1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-3-4
train,1-28-34-34-17-5-6-18
validation,5-6-5-6-5-6-5-6-5-6-5-6-0-2-0-24-25-2-5-3-6-5-6-4
train,28-28-3-4
train,3-4
train,1-22-0-2-3-5-6-4
train,22-17-5-6-18
train,5-3-6-4
train,9-9-27-35-3-35-29-28-4
test,22-35-35-35-35-3-4
train,3-36-4
train,3-4
train,0-3-2-0-9-2-27-4
train,5-6-3-5-6-27-4
train,9-5-9-6-3-5-6-35-5-6-34-5-35-6-27-4
train,9-28-9-34-9-22-41-41-41-41-41-41-3-4
train,22-22-3-4
train,48-3-4
validation,5-6-3-5-28-28-34-6-28-34-28-34-28-4
train,3-4
train,3-4
validation,3-4
train,3-4
train,3-4
validation,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
test,3-4
train,3-4
train,3-4
train,15-40-40-41-22-22-3-4
train,3-4
train,3-4
validation,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,17-18
train,3-4
train,5-6-3-5-6-5-6-4
train,3-4
train,3-4
train,5-6-3-5-6-4
train,3-4
train,3-5-6-4
train,0-3-2-4
train,5-3-6-5-6-4
train,3-4
train,3-36-36-4
train,3-4
train,3-5-6-4
train,23-3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
test,3-4
train,3-4
train,5-3-6-4
train,17-18
train,1-1-1-17-18
train,0-2-0-2-3-4
train,3-5-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-6-1-1-1-1-1-4
train,1-1-1-1-1-3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,15-3-4
train,3-4
train,3-4
train,3-4
train,5-1-1-1-1-1-1-1-1-1-1-6-1-1-1-1-1-1-5-3-1-1-1-1-1-1-1-1-1-1-6-1-1-1-1-1-1-4
train,1-1-1-1-3-4
validation,23-3-4
train,17-18
train,3-4
train,3-4
test,23-3-4
validation,3-4
train,3-4
train,3-4
train,3-4
train,17-18
train,7-7-7-7-7-7-7-23-7-7-7-7-7-7-7-7-7-7-7-7-7-7-23-3-4
train,3-4
train,3-4
train,3-4
validation,3-4
train,3-4
train,3-4
validation,3-4
train,3-4
test,3-4
train,3-4
train,3-36-4
train,3-4
train,3-4
train,3-4
test,3-4
validation,3-4
validation,3-4
train,3-5-6-4
test,3-5-6-4
train,1-1-1-17-18
test,3-4
train,3-4
train,3-4
train,3-4
train,3-4
validation,3-4
train,27-5-27-1-1-3-6-1-1-1-1-1-1-4
train,1-17-5-6-5-6-18
train,5-6-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-40-40-41-0-2-5-7-6-23-7-7-7-7-7-7-7-7-7-23-7-7-7-7-7-7-7-23-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-23-3-4
train,3-0-2-0-2-0-2-5-6-4
validation,5-3-6-4
train,3-4
train,3-4
test,3-4
validation,0-2-0-2-3-0-2-5-6-4
train,3-4
test,3-4
train,3-4
train,17-18
train,3-4
train,40-40-41-22-22-40-40-41-3-5-6-5-6-4
train,17-18
train,3-4
train,3-4
validation,17-18
test,3-36-4
test,3-4
train,17-18
train,3-4
train,3-4
train,3-4
train,17-18
train,3-5-4
train,6-3-4
train,17-18
train,3-4
test,17-18
train,22-22-22-22-22-22-22-22-22-40-40-41-3-4
train,3-4
test,3-4
validation,17-5-6-18
train,7-7-7-7-7-7-23-3-5-28-29-6-29-4
test,3-4
train,17-18
validation,3-4
train,17-18
train,3-4
train,17-18
test,5-3-6-5-6-5-6-5-6-4
validation,3-4
train,5-3-6-4
test,17-5-6-5-6-18
train,5-6-7-7-7-7-23-3-5-6-5-6-5-6-4
validation,3-4
train,17-18
train,22-40-40-41-7-7-7-7-7-7-7-7-3-4
train,3-5-6-5-6-5-6-4
train,17-5-6-18
validation,0-2-0-1-1-1-1-2-0-17-5-2-6-18
train,3-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-4
train,1-1-1-5-3-6-5-6-4
test,17-5-6-18
train,0-5-2-6-3-5-6-4
train,5-6-3-4
train,1-1-17-18
train,3-5-6-5-6-36-4
train,0-3-2-5-6-4
train,3-5-6-4
train,1-1-1-17-18
train,3-4
train,1-27-27-5-3-9-9-9-6-4
train,36-35-35-35-0-2-3-35-35-35-35-4
train,17-5-6-18
validation,40-40-41-23-3-5-6-9-4
test,9-9-35-35-35-3-4
train,3-5-6-4
train,22-22-40-40-41-7-23-40-40-41-3-5-27-6-28-4
train,3-4
train,15-3-4
train,3-4
train,23-3-4
train,3-4
train,17-18
train,3-4
train,3-4
train,17-18
train,3-28-4
validation,3-4
train,3-0-2-0-2-5-6-5-6-35-35-4
train,17-5-6-18
train,7-23-40-40-41-3-35-28-36-36-4
train,3-5-6-4
train,3-4
train,17-18
train,1-1-3-4
train,3-5-6-4
train,3-9-27-4
test,17-5-6-18
test,7-23-40-40-41-3-4
train,3-5-6-36-5-6-4
train,22-40-40-41-3-4
test,5-3-6-5-6-4
train,3-4
validation,9-9-9-3-4
train,3-4
train,3-5-6-24-25-24-25-24-25-24-4
train,25-3-4
train,40-40-41-22-3-4
train,17-18
train,3-5-6-4
validation,40-40-41-22-3-4
train,3-4
train,3-4
test,23-3-5-6-4
train,3-36-4
train,3-4
train,3-4
train,3-4
train,3-4
train,5-3-6-4
train,3-4
train,3-5-6-5-6-5-6-4
train,5-3-6-4
train,23-3-4
train,3-5-6-5-6-4
train,3-4
train,0-3-2-0-2-5-6-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-4
train,1-1-1-1-1-17-5-6-18
train,1-1-1-1-0-17-2-0-2-18
test,3-36-4
validation,3-4
test,3-4
train,3-4
test,3-4
validation,3-4
train,17-0-2-18
validation,5-3-6-5-6-4
validation,3-5-6-4
train,17-5-6-5-6-18
train,3-4
train,3-5-6-4
train,3-36-4
train,3-5-6-5-6-5-6-5-6-5-6-4
train,15-3-0-2-0-4
test,2-3-4
train,3-4
validation,5-6-3-4
validation,3-4
train,0-17-2-18
train,3-4
train,3-36-4
train,3-5-6-4
train,3-4
train,3-4
validation,0-17-2-18
train,3-4
train,3-4
train,0-17-2-18
train,3-5-6-5-6-36-5-6-4
train,0-17-2-18
train,3-5-6-5-6-5-6-4
train,3-4
train,3-4
train,3-5-6-4
train,5-3-6-5-6-4
train,5-3-6-4
train,3-5-6-5-6-5-6-4
train,3-4
train,3-5-6-4
train,3-4
validation,3-4
train,17-18
train,3-4
train,3-0-2-4
train,3-36-4
test,3-4
train,3-5-6-5-6-4
test,3-4
train,0-2-17-0-2-18
validation,3-5-6-0-2-0-2-5-6-4
test,1-17-18
train,3-5-6-5-6-0-2-0-2-5-6-4
train,17-18
train,3-5-6-9-5-6-27-5-6-5-6-5-6-4
train,3-4
train,3-4
train,5-3-6-4
train,5-3-6-4
train,3-5-36-6-5-6-4
train,3-4
train,17-18
train,5-3-6-5-6-4
train,17-0-2-0-2-0-2-18
train,3-5-6-4
train,0-17-2-0-2-18
train,3-5-6-4
train,17-18
test,3-4
train,3-5-6-5-6-5-6-5-6-5-6-4
train,17-18
train,1-1-1-1-0-17-2-18
train,3-0-2-4
train,3-5-9-9-16-6-4
train,3-4
train,3-4
train,3-4
train,3-5-36-6-5-6-9-4
train,9-5-3-27-27-27-27-27-27-6-4
train,9-9-9-3-5-6-9-9-16-4
train,5-3-6-4
validation,3-4
train,17-18
train,3-4
train,3-4
train,3-4
train,3-4
train,5-3-6-4
train,3-5-6-4
train,3-0-2-5-6-4
train,3-9-9-0-2-4
train,17-18
test,3-4
train,17-18
train,3-4
train,17-18
train,3-4
train,3-4
validation,9-9-9-3-4
train,3-4
train,3-4
train,3-5-6-27-27-27-27-0-2-5-6-5-6-4
validation,5-17-6-18
test,24-25-3-5-6-4
train,3-36-5-6-4
train,5-17-6-18
train,3-4
test,48-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-3-4
test,3-4
train,48-23-3-5-23-6-4
train,17-18
train,3-5-6-4
train,27-17-5-6-18
train,27-48-3-4
train,48-3-5-6-5-6-4
test,3-4
train,48-3-4
train,48-23-3-5-6-4
train,17-18
validation,1-0-17-2-18
train,3-4
train,3-4
validation,5-6-3-26-4
train,3-26-4
train,26-3-4
train,26-3-4
validation,15-3-5-6-5-6-4
train,3-4
train,3-36-4
train,22-22-22-22-40-40-41-23-23-23-23-23-23-23-23-23-23-23-26-26-3-26-4
train,23-23-26-23-22-22-22-40-40-41-22-23-23-23-23-3-4
train,3-4
train,5-3-6-4
train,5-3-6-4
train,15-3-5-6-5-6-5-6-0-2-4
test,17-0-2-18
train,3-0-2-0-2-4
train,17-0-2-18
train,3-5-6-4
train,3-4
validation,3-4
train,3-4
train,23-3-36-1-1-4
test,1-1-1-47-47-22-40-40-41-44-52-52-44-44-52-52-44-44-44-49-5-6-50-5-45-6-5-6-5-6-5-6-46
test,45-46
train,49-50-49-50-49-50-49-50-5-45-49-6-50-35-43-35-43-35-28-35-29-34-35-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-21-54-46
train,49-50-5-45-6-5-6-5-6-5-95-96-95-96-95-96-6-28-28-5-6-28-43-36-5-6-5-6-5-6-5-6-5-6-5-6-5-46
train,6-5-45-6-5-6-5-6-5-6-5-6-46
test,45-46
train,45-5-6-5-6-5-6-5-6-5-6-5-6-46
train,45-46
train,5-45-6-5-6-5-6-46
train,45-5-6-5-6-5-6-46
train,51-51-51-51-51-51-51-51-51-51-5-6-51-51-51-51-5-6-51-51-51-51-5-6-45-5-6-51-51-5-51-6-51-5-6-5-6-5-6-5-6-46
validation,17-5-18
train,6-5-6-5-45-6-36-5-6-46
train,17-5-35-35-35-35-34-29-35-35-35-28-35-34-35-28-35-34-34-28-35-35-6-18
test,5-6-5-6-5-6-49-50-5-49-50-6-5-49-50-49-50-49-50-6-51-51-49-50-5-6-49-50-44-52-44-44-52-52-5-6-44-51-51-51-5-6-5-6-51-0-24-2-0-2-25-24-25-24-25-0-2-0-2-0-2-5-3-6-5-6-4
validation,28-43-17-18
train,0-2-24-0-25-2-0-2-0-2-0-2-0-2-24-25-5-3-6-5-6-4
test,0-2-3-4
train,17-5-6-18
train,0-5-2-0-2-6-3-5-4
train,6-3-5-6-4
train,1-3-4
train,3-4
train,15-3-4
train,3-4
train,45-46
train,3-4
test,45-46
train,3-36-4
test,45-46
train,17-18
train,17-18
train,3-4
train,3-4
validation,45-46
train,45-46
train,3-4
train,3-4
train,3-4
train,45-46
train,3-4
train,3-36-36-4
validation,45-46
test,3-4
train,3-36-36-1-1-36-4
train,45-46
train,3-4
train,45-46
train,15-40-40-41-3-4
test,45-46
train,15-3-4
test,45-46
test,3-4
test,45-46
test,17-18
train,17-18
train,3-4
train,3-4
train,3-4
validation,3-4
train,3-4
train,40-40-41-7-22-40-40-41-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-7-23-23-3-4
train,45-46
train,3-36-4
test,45-46
train,3-4
train,3-4
train,45-46
train,3-4
train,3-4
train,45-46
train,3-4
train,3-4
train,3-36-4
test,45-46
test,15-3-4
train,17-18
train,17-18
test,3-4
test,45-46
train,3-4
train,45-46
train,3-4
test,3-4
train,15-3-4
train,3-4
train,3-4
train,3-4
train,3-36-4
train,17-18
validation,17-18
train,3-4
train,3-4
train,3-4
train,17-18
train,17-18
test,3-4
train,3-4
train,3-4
train,15-40-40-41-3-4
train,15-3-4
train,3-4
train,3-4
train,15-3-4
train,15-3-4
validation,3-4
validation,17-18
test,17-18
train,3-36-4
train,59-22-40-40-41-19-19-19-19-19-19-19-19-19-20-20-20-20-20-21-21-21-21-21-21-21-3-4
train,15-3-4
train,3-4
train,3-4
train,3-4
train,15-22-22-40-40-41-19-19-19-19-19-19-19-19-20-20-21-21-3-4
test,3-4
validation,3-4
train,3-4
train,15-3-4
train,3-4
train,3-4
validation,3-36-4
train,3-4
train,15-3-4
train,3-4
train,15-3-4
train,15-3-4
train,15-3-4
train,15-3-4
train,3-4
train,3-4
train,15-3-4
validation,3-4
train,17-18
train,3-36-4
train,17-18
train,3-4
train,3-4
train,1-1-1-3-4
train,35-43-35-43-1-3-4
test,3-4
train,3-4
train,17-35-35-18
train,3-4
train,3-4
validation,3-4
train,3-4
train,3-4
train,3-4
train,17-35-35-18
train,3-4
train,3-4
train,3-4
train,3-4
train,3-4
train,17-28-28-18
train,34-29-29-34-35-35-43-43-1-1-1-67-67-3-4
test,1-1-3-4
train,17-18
test,7-7-7-7-7-7-23-23-3-4
train,15-3-4
train,15-3-4
train,3-36-4
train,17-18
train,3-4
train,17-18
test,22-22-22-23-3-4
test,3-4
train,15-3-4
train,3-4
train,15-3-4
train,3-4
train,17-18
train,1-45-46
train,3-4
train,45-46
train,15-3-4
train,45-46
train,45-46
train,45-46
train,45-46
validation,45-46
train,15-45-46
train,45-46
train,45-46
test,45-46
train,3-4
train,45-46
train,3-4
train,45-46
train,17-18
train,17-18
train,3-36-4
validation,45-46
train,3-4
train,45-46
train,45-46
test,45-46
train,3-4
train,45-46
train,22-40-40-41-22-22-22-22-22-22-22-22-22-22-22-3-4
train,45-46
train,22-40-40-41-22-22-22-22-22-22-3-4
train,45-46
test,22-40-40-41-3-4
train,45-46
train,22-40-40-41-3-4
test,45-46
test,17-18
train,17-18
train,3-4
train,45-46
train,3-4
train,45-46
train,36-3-4
train,45-46
train,45-46
validation,45-46
train,45-46
test,45-46
train,3-4
train,45-46
train,17-18
train,17-18
test,45-46
train,15-45-46
train,45-46
train,45-46
train,3-4
train,3-4
train,45-46
train,45-46
test,15-45-46
train,15-45-46
train,15-45-46
train,15-45-46
train,15-45-46
train,45-46
train,45-46
train,17-18
train,17-18
train,45-46
train,15-45-46
train,45-46
validation,45-46
train,45-46
train,45-46
train,15-45-46
train,45-46
train,58-15-45-46
train,15-45-36-46
train,15-45-46
validation,3-4
test,45-46
test,17-18
train,17-18
train,45-46
train,45-46
train,45-46
train,45-46
train,15-45-46
train,45-46
train,17-18
train,17-18
train,45-46
validation,45-22-46
train,22-40-40-41-7-7-7-7-7-7-7-7-7-7-7-7-23-23-45-46
train,45-46
train,45-46
test,47-47-47-47-47-47-17-18
train,45-46
train,45-46
train,15-45-46
train,45-46
train,45-46
train,45-46
train,15-45-46
train,45-46
train,45-46
train,15-45-46
train,45-46
train,45-46
train,15-45-46
test,45-46
train,45-46
train,7-40-40-41-7-22-40-40-41-22-22-22-22-22-7-7-7-7-23-45-46
train,45-46
train,45-46
train,17-18
train,45-46
train,15-45-46
train,15-45-46
validation,15-45-46
train,45-36-46
train,15-45-46
train,15-45-46
train,45-46
validation,45-46
train,45-46
train,3-4
test,45-46
train,17-18
train,45-46
test,45-46
train,7-40-40-41-22-22-22-22-22-22-22-22-22-3-4
train,45-46
train,3-4
train,45-46
train,45-46
train,17-18
train,3-4
train,45-46
train,45-46
train,45-46
train,61-1-3-4
train,3-4
train,3-4
test,3-36-4
train,3-4
validation,1-17-18
train,17-5-6-18
train,1-17-5-6-18
train,5-1-6-5-3-6-4
train,3-35-29-28-28-35-35-4
train,17-18
train,1-1-1-17-18
train,3-4
train,3-4
train,3-4
train,3-4
